GWAS	GWAS_region	eQTLs	mQTL_top_coloc_Tissue	mQTL_top_coloc_cpg	mQTLs
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1039	FALSE	Lung	cg09348985	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1160	FALSE	WholeBlood	cg04049253	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1173	FALSE	Ovary	cg14937617	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1209	FALSE	Lung	cg21236262	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region122	FALSE	Lung	cg02685022	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1477	FALSE	Ovary	cg07955474	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region1556	FALSE	Lung	cg06288539	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region436	FALSE	Lung	cg11717701	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region521	FALSE	ColonTransverse	cg25518571	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region644	FALSE	Ovary	cg15027533	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region732	FALSE	Ovary	cg01046905	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region776	FALSE	Lung	cg04778099	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region869	FALSE	Lung	cg21879841	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region883	FALSE	Lung	cg08894788	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region923	FALSE	Lung	cg07014292	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region925	FALSE	Ovary	cg17837330	TRUE
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	region935	FALSE	Lung	cg04713002	TRUE
Astle_et_al_2016_White_blood_cell_count	region1007	FALSE	ColonTransverse	cg13740078	TRUE
Astle_et_al_2016_White_blood_cell_count	region1008	FALSE	KidneyCortex	cg18163788	TRUE
Astle_et_al_2016_White_blood_cell_count	region1028	FALSE	Lung	cg11671940	TRUE
Astle_et_al_2016_White_blood_cell_count	region1070	FALSE	Ovary	cg15922692	TRUE
Astle_et_al_2016_White_blood_cell_count	region131	FALSE	Ovary	cg05615449	TRUE
Astle_et_al_2016_White_blood_cell_count	region1367	FALSE	BreastMammaryTissue	cg13225565	TRUE
Astle_et_al_2016_White_blood_cell_count	region1451	FALSE	Lung	cg24033122	TRUE
Astle_et_al_2016_White_blood_cell_count	region1476	FALSE	Lung	cg19089810	TRUE
Astle_et_al_2016_White_blood_cell_count	region1486	FALSE	Lung	cg07967207	TRUE
Astle_et_al_2016_White_blood_cell_count	region1488	FALSE	MuscleSkeletal	cg03017104	TRUE
Astle_et_al_2016_White_blood_cell_count	region1503	FALSE	MuscleSkeletal	cg12050358	TRUE
Astle_et_al_2016_White_blood_cell_count	region1585	FALSE	Lung	cg08845333	TRUE
Astle_et_al_2016_White_blood_cell_count	region1590	FALSE	ColonTransverse	cg15176487	TRUE
Astle_et_al_2016_White_blood_cell_count	region167	FALSE	Lung	cg17320804	TRUE
Astle_et_al_2016_White_blood_cell_count	region1693	FALSE	Lung	cg27491208	TRUE
Astle_et_al_2016_White_blood_cell_count	region189	FALSE	ColonTransverse	cg17459174	TRUE
Astle_et_al_2016_White_blood_cell_count	region197	FALSE	ColonTransverse	cg00948470	TRUE
Astle_et_al_2016_White_blood_cell_count	region227	FALSE	Testis	cg25694807	TRUE
Astle_et_al_2016_White_blood_cell_count	region437	FALSE	Lung	cg24862787	TRUE
Astle_et_al_2016_White_blood_cell_count	region603	FALSE	Lung	cg05661000	TRUE
Astle_et_al_2016_White_blood_cell_count	region636	FALSE	ColonTransverse	cg09200468	TRUE
Astle_et_al_2016_White_blood_cell_count	region654	FALSE	Lung	cg18221076	TRUE
Astle_et_al_2016_White_blood_cell_count	region718	FALSE	ColonTransverse	cg12998149	TRUE
Astle_et_al_2016_White_blood_cell_count	region797	FALSE	ColonTransverse	cg22175513	TRUE
Astle_et_al_2016_White_blood_cell_count	region855	FALSE	Prostate	cg21073927	TRUE
Astle_et_al_2016_White_blood_cell_count	region1039	FALSE	Lung	cg09348985	TRUE
Astle_et_al_2016_White_blood_cell_count	region1068	FALSE	Lung	cg08280358	TRUE
Astle_et_al_2016_White_blood_cell_count	region1069	FALSE	Ovary	cg24338920	TRUE
Astle_et_al_2016_White_blood_cell_count	region1156	FALSE	Prostate	cg08374291	TRUE
Astle_et_al_2016_White_blood_cell_count	region1160	FALSE	Lung	cg04049253	TRUE
Astle_et_al_2016_White_blood_cell_count	region1172	FALSE	Lung	cg25130471	TRUE
Astle_et_al_2016_White_blood_cell_count	region1173	FALSE	Lung	cg03702171	TRUE
Astle_et_al_2016_White_blood_cell_count	region1181	FALSE	Lung	cg12226293	TRUE
Astle_et_al_2016_White_blood_cell_count	region1209	FALSE	Lung	cg21236262	TRUE
Astle_et_al_2016_White_blood_cell_count	region122	FALSE	Lung	cg02685022	TRUE
Astle_et_al_2016_White_blood_cell_count	region1472	FALSE	Lung	cg25093608	TRUE
Astle_et_al_2016_White_blood_cell_count	region15	FALSE	Lung	cg02683885	TRUE
Astle_et_al_2016_White_blood_cell_count	region1556	FALSE	Lung	cg06288539	TRUE
Astle_et_al_2016_White_blood_cell_count	region1587	FALSE	Lung	cg19357865	TRUE
Astle_et_al_2016_White_blood_cell_count	region1622	FALSE	WholeBlood	cg09286797	TRUE
Astle_et_al_2016_White_blood_cell_count	region240	FALSE	Lung	cg00481216	TRUE
Astle_et_al_2016_White_blood_cell_count	region267	FALSE	Lung	cg20627754	TRUE
Astle_et_al_2016_White_blood_cell_count	region284	FALSE	Ovary	cg24967694	TRUE
Astle_et_al_2016_White_blood_cell_count	region436	FALSE	Lung	cg11717701	TRUE
Astle_et_al_2016_White_blood_cell_count	region521	FALSE	ColonTransverse	cg25518571	TRUE
Astle_et_al_2016_White_blood_cell_count	region644	FALSE	Ovary	cg15027533	TRUE
Astle_et_al_2016_White_blood_cell_count	region732	FALSE	Ovary	cg01046905	TRUE
Astle_et_al_2016_White_blood_cell_count	region767	FALSE	Ovary	cg25855327	TRUE
Astle_et_al_2016_White_blood_cell_count	region776	FALSE	Lung	cg04778099	TRUE
Astle_et_al_2016_White_blood_cell_count	region869	FALSE	Lung	cg21879841	TRUE
Astle_et_al_2016_White_blood_cell_count	region883	FALSE	Lung	cg08894788	TRUE
Astle_et_al_2016_White_blood_cell_count	region925	FALSE	Ovary	cg17837330	TRUE
Astle_et_al_2016_White_blood_cell_count	region935	FALSE	Lung	cg04713002	TRUE
Astle_et_al_2016_White_blood_cell_count	region950	FALSE	Lung	cg26349275	TRUE
BCAC_ER_negative_BreastCancer_EUR	region1058	FALSE	Lung	cg18955199	TRUE
BCAC_ER_negative_BreastCancer_EUR	region1353	FALSE	Ovary	cg02186963	TRUE
BCAC_ER_negative_BreastCancer_EUR	region235	FALSE	Lung	cg20935165	TRUE
BCAC_ER_negative_BreastCancer_EUR	region552	FALSE	Ovary	cg27303933	TRUE
BCAC_ER_negative_BreastCancer_EUR	region1196	FALSE	Prostate	cg04661620	TRUE
BCAC_ER_negative_BreastCancer_EUR	region1248	FALSE	ColonTransverse	cg18844090	TRUE
BCAC_ER_negative_BreastCancer_EUR	region1472	FALSE	Lung	cg25725911	TRUE
BCAC_ER_negative_BreastCancer_EUR	region869	FALSE	Testis	cg09515806	TRUE
BCAC_ER_negative_BreastCancer_EUR	region988	FALSE	Lung	cg20745272	TRUE
BCAC_Overall_BreastCancer_EUR	region1058	FALSE	Lung	cg18955199	TRUE
BCAC_Overall_BreastCancer_EUR	region1129	FALSE	Ovary	cg03887787	TRUE
BCAC_Overall_BreastCancer_EUR	region1655	FALSE	ColonTransverse	cg21492616	TRUE
BCAC_Overall_BreastCancer_EUR	region200	FALSE	Ovary	cg15267091	TRUE
BCAC_Overall_BreastCancer_EUR	region552	FALSE	Lung	cg27303933	TRUE
BCAC_Overall_BreastCancer_EUR	region567	FALSE	Lung	cg03785828	TRUE
BCAC_Overall_BreastCancer_EUR	region924	FALSE	MuscleSkeletal	cg17706937	TRUE
BCAC_Overall_BreastCancer_EUR	region1078	FALSE	BreastMammaryTissue	cg09603306	TRUE
BCAC_Overall_BreastCancer_EUR	region1131	FALSE	KidneyCortex	cg01930488	TRUE
BCAC_Overall_BreastCancer_EUR	region1196	FALSE	Prostate	cg04661620	TRUE
BCAC_Overall_BreastCancer_EUR	region1248	FALSE	ColonTransverse	cg18844090	TRUE
BCAC_Overall_BreastCancer_EUR	region1455	FALSE	Prostate	cg24689460	TRUE
BCAC_Overall_BreastCancer_EUR	region1472	FALSE	Lung	cg25725911	TRUE
BCAC_Overall_BreastCancer_EUR	region510	FALSE	KidneyCortex	cg10254252	TRUE
BCAC_Overall_BreastCancer_EUR	region521	FALSE	Ovary	cg07380026	TRUE
BCAC_Overall_BreastCancer_EUR	region869	FALSE	Testis	cg09515806	TRUE
CARDIoGRAM_C4D_CAD_ADDITIVE	region1004	FALSE	Ovary	cg14271713	TRUE
CARDIoGRAM_C4D_CAD_ADDITIVE	region1101	FALSE	Ovary	cg04169527	TRUE
CARDIoGRAM_C4D_CAD_ADDITIVE	region1414	FALSE	MuscleSkeletal	cg00540400	TRUE
CARDIoGRAM_C4D_CAD_ADDITIVE	region1030	FALSE	Ovary	cg16472361	TRUE
CARDIoGRAM_C4D_CAD_ADDITIVE	region1039	FALSE	ColonTransverse	cg16526957	TRUE
CARDIoGRAM_C4D_CAD_ADDITIVE	region1231	FALSE	Ovary	cg05379312	TRUE
CARDIoGRAM_C4D_CAD_ADDITIVE	region1318	FALSE	Ovary	cg03482866	TRUE
CARDIoGRAM_C4D_CAD_ADDITIVE	region1373	FALSE	ColonTransverse	cg03292141	TRUE
CARDIoGRAM_C4D_CAD_ADDITIVE	region144	FALSE	ColonTransverse	cg16306978	TRUE
CARDIoGRAM_C4D_CAD_ADDITIVE	region1561	FALSE	Prostate	cg11436943	TRUE
CARDIoGRAM_C4D_CAD_ADDITIVE	region34	FALSE	Lung	cg11512515	TRUE
CARDIoGRAM_C4D_CAD_ADDITIVE	region640	FALSE	Ovary	cg02098414	TRUE
CARDIoGRAM_C4D_CAD_ADDITIVE	region659	FALSE	ColonTransverse	cg05579954	TRUE
EAGLE_Eczema	region1129	FALSE	Lung	cg07008379	TRUE
EAGLE_Eczema	region1135	FALSE	ColonTransverse	cg10400081	TRUE
EAGLE_Eczema	region1164	FALSE	ColonTransverse	cg00663900	TRUE
EGG_BW3_EUR	region1079	FALSE	Prostate	cg25236139	TRUE
EGG_BW3_EUR	region1085	FALSE	Prostate	cg18383835	TRUE
EGG_BW3_EUR	region1419	FALSE	Ovary	cg06330618	TRUE
EGG_BW3_EUR	region1509	FALSE	BreastMammaryTissue	cg00458337	TRUE
EGG_BW3_EUR	region308	FALSE	Prostate	cg08242665	TRUE
EGG_BW3_EUR	region657	FALSE	Prostate	cg02292574	TRUE
EGG_BW3_EUR	region745	FALSE	WholeBlood	cg16478634	TRUE
EGG_BW3_EUR	region1195	FALSE	Lung	cg00813135	TRUE
EGG_BW3_EUR	region372	FALSE	Prostate	cg24085451	TRUE
EGG_BW3_EUR	region414	FALSE	ColonTransverse	cg15092420	TRUE
EGG_BW3_EUR	region762	FALSE	Lung	cg08153160	TRUE
GIANT_HEIGHT	region1007	FALSE	ColonTransverse	cg14094347	TRUE
GIANT_HEIGHT	region1028	FALSE	ColonTransverse	cg09289102	TRUE
GIANT_HEIGHT	region107	FALSE	Ovary	cg10641034	TRUE
GIANT_HEIGHT	region1094	FALSE	ColonTransverse	cg27107784	TRUE
GIANT_HEIGHT	region1164	FALSE	Lung	cg27081704	TRUE
GIANT_HEIGHT	region1178	FALSE	WholeBlood	cg19513913	TRUE
GIANT_HEIGHT	region1330	FALSE	Lung	cg16518861	TRUE
GIANT_HEIGHT	region1355	FALSE	Ovary	cg19526562	TRUE
GIANT_HEIGHT	region1374	FALSE	Ovary	cg03240324	TRUE
GIANT_HEIGHT	region14	FALSE	ColonTransverse	cg18209431	TRUE
GIANT_HEIGHT	region1407	FALSE	Lung	cg19684296	TRUE
GIANT_HEIGHT	region1408	FALSE	Lung	cg06362008	TRUE
GIANT_HEIGHT	region1430	FALSE	Ovary	cg16423638	TRUE
GIANT_HEIGHT	region1451	FALSE	ColonTransverse	cg07041748	TRUE
GIANT_HEIGHT	region1509	FALSE	Ovary	cg22482690	TRUE
GIANT_HEIGHT	region1514	FALSE	Lung	cg17144792	TRUE
GIANT_HEIGHT	region1518	FALSE	Ovary	cg03437883	TRUE
GIANT_HEIGHT	region1527	FALSE	Ovary	cg06546521	TRUE
GIANT_HEIGHT	region1581	FALSE	Prostate	cg18115693	TRUE
GIANT_HEIGHT	region16	FALSE	Prostate	cg17316890	TRUE
GIANT_HEIGHT	region167	FALSE	Lung	cg01496110	TRUE
GIANT_HEIGHT	region1693	FALSE	Lung	cg13643557	TRUE
GIANT_HEIGHT	region235	FALSE	ColonTransverse	cg03043243	TRUE
GIANT_HEIGHT	region236	FALSE	Ovary	cg26008149	TRUE
GIANT_HEIGHT	region323	FALSE	MuscleSkeletal	cg22384418	TRUE
GIANT_HEIGHT	region33	FALSE	Ovary	cg00868131	TRUE
GIANT_HEIGHT	region438	FALSE	Ovary	cg03429763	TRUE
GIANT_HEIGHT	region598	FALSE	KidneyCortex	cg14196790	TRUE
GIANT_HEIGHT	region6	FALSE	WholeBlood	cg03003073	TRUE
GIANT_HEIGHT	region622	FALSE	Ovary	cg22068093	TRUE
GIANT_HEIGHT	region636	FALSE	Lung	cg00359661	TRUE
GIANT_HEIGHT	region745	FALSE	Ovary	cg12150100	TRUE
GIANT_HEIGHT	region788	FALSE	Lung	cg04068313	TRUE
GIANT_HEIGHT	region79	FALSE	Lung	cg09798547	TRUE
GIANT_HEIGHT	region879	FALSE	KidneyCortex	cg11441589	TRUE
GIANT_HEIGHT	region934	FALSE	ColonTransverse	cg18224474	TRUE
GIANT_HEIGHT	region984	FALSE	Lung	cg13927769	TRUE
GIANT_HEIGHT	region1041	FALSE	Lung	cg16028222	TRUE
GIANT_HEIGHT	region1082	FALSE	Lung	cg14729344	TRUE
GIANT_HEIGHT	region1105	FALSE	ColonTransverse	cg13392051	TRUE
GIANT_HEIGHT	region1121	FALSE	Testis	cg17089091	TRUE
GIANT_HEIGHT	region1132	FALSE	ColonTransverse	cg24138433	TRUE
GIANT_HEIGHT	region1165	FALSE	Ovary	cg15690696	TRUE
GIANT_HEIGHT	region1188	FALSE	Lung	cg07019303	TRUE
GIANT_HEIGHT	region128	FALSE	Lung	cg03683199	TRUE
GIANT_HEIGHT	region1299	FALSE	ColonTransverse	cg14605454	TRUE
GIANT_HEIGHT	region13	FALSE	Ovary	cg22501927	TRUE
GIANT_HEIGHT	region132	FALSE	ColonTransverse	cg05716374	TRUE
GIANT_HEIGHT	region1405	FALSE	Ovary	cg12866623	TRUE
GIANT_HEIGHT	region1410	FALSE	ColonTransverse	cg12349571	TRUE
GIANT_HEIGHT	region142	FALSE	Lung	cg24879782	TRUE
GIANT_HEIGHT	region1425	FALSE	Ovary	cg14911520	TRUE
GIANT_HEIGHT	region1429	FALSE	Lung	cg07380219	TRUE
GIANT_HEIGHT	region1454	FALSE	ColonTransverse	cg27469934	TRUE
GIANT_HEIGHT	region1478	FALSE	ColonTransverse	cg24093642	TRUE
GIANT_HEIGHT	region1479	FALSE	Prostate	cg00599124	TRUE
GIANT_HEIGHT	region1481	FALSE	ColonTransverse	cg05714116	TRUE
GIANT_HEIGHT	region1521	FALSE	Lung	cg22143285	TRUE
GIANT_HEIGHT	region1561	FALSE	Prostate	cg11436943	TRUE
GIANT_HEIGHT	region1574	FALSE	Prostate	cg12522833	TRUE
GIANT_HEIGHT	region1598	FALSE	ColonTransverse	cg01094891	TRUE
GIANT_HEIGHT	region1676	FALSE	KidneyCortex	cg19243788	TRUE
GIANT_HEIGHT	region217	FALSE	KidneyCortex	cg20171775	TRUE
GIANT_HEIGHT	region24	FALSE	WholeBlood	cg09898779	TRUE
GIANT_HEIGHT	region258	FALSE	ColonTransverse	cg20878104	TRUE
GIANT_HEIGHT	region274	FALSE	MuscleSkeletal	cg01466615	TRUE
GIANT_HEIGHT	region28	FALSE	Lung	cg14566738	TRUE
GIANT_HEIGHT	region284	FALSE	Lung	cg02296242	TRUE
GIANT_HEIGHT	region285	FALSE	ColonTransverse	cg24006715	TRUE
GIANT_HEIGHT	region302	FALSE	Ovary	cg00423398	TRUE
GIANT_HEIGHT	region400	FALSE	ColonTransverse	cg26966921	TRUE
GIANT_HEIGHT	region491	FALSE	Lung	cg02524475	TRUE
GIANT_HEIGHT	region601	FALSE	Ovary	cg19987142	TRUE
GIANT_HEIGHT	region619	FALSE	Lung	cg13569779	TRUE
GIANT_HEIGHT	region685	FALSE	Ovary	cg16956116	TRUE
GIANT_HEIGHT	region699	FALSE	Lung	cg02829743	TRUE
GIANT_HEIGHT	region707	FALSE	BreastMammaryTissue	cg09050862	TRUE
GIANT_HEIGHT	region714	FALSE	Prostate	cg08098264	TRUE
GIANT_HEIGHT	region760	FALSE	Lung	cg02928896	TRUE
GIANT_HEIGHT	region762	FALSE	Ovary	cg08153160	TRUE
GIANT_HEIGHT	region799	FALSE	Lung	cg13354811	TRUE
GIANT_HEIGHT	region86	FALSE	ColonTransverse	cg25446206	TRUE
GIANT_HEIGHT	region863	FALSE	ColonTransverse	cg24603408	TRUE
GIANT_HEIGHT	region91	FALSE	Lung	cg04200073	TRUE
IBD.EUR.Crohns_Disease	region1050	FALSE	Lung	cg09533556	TRUE
IBD.EUR.Crohns_Disease	region1059	FALSE	Lung	cg01381765	TRUE
IBD.EUR.Crohns_Disease	region1135	FALSE	ColonTransverse	cg10400081	TRUE
IBD.EUR.Crohns_Disease	region1353	FALSE	Lung	cg20056212	TRUE
IBD.EUR.Crohns_Disease	region1578	FALSE	Lung	cg09022609	TRUE
IBD.EUR.Crohns_Disease	region1693	FALSE	Lung	cg02102700	TRUE
IBD.EUR.Crohns_Disease	region5	FALSE	KidneyCortex	cg05803631	TRUE
IBD.EUR.Crohns_Disease	region700	FALSE	Prostate	cg10251594	TRUE
IBD.EUR.Crohns_Disease	region105	FALSE	ColonTransverse	cg16247264	TRUE
IBD.EUR.Crohns_Disease	region1454	FALSE	ColonTransverse	cg24330955	TRUE
IBD.EUR.Crohns_Disease	region1501	FALSE	Lung	cg17864156	TRUE
IBD.EUR.Crohns_Disease	region613	FALSE	Lung	cg26706599	TRUE
IBD.EUR.Crohns_Disease	region923	FALSE	Lung	cg26470175	TRUE
IBD.EUR.Crohns_Disease	region940	FALSE	Lung	cg08584037	TRUE
IBD.EUR.Inflammatory_Bowel_Disease	region1059	FALSE	Lung	cg01381765	TRUE
IBD.EUR.Inflammatory_Bowel_Disease	region1135	FALSE	ColonTransverse	cg10400081	TRUE
IBD.EUR.Inflammatory_Bowel_Disease	region12	FALSE	ColonTransverse	cg14554423	TRUE
IBD.EUR.Inflammatory_Bowel_Disease	region1578	FALSE	Lung	cg09022609	TRUE
IBD.EUR.Inflammatory_Bowel_Disease	region1693	FALSE	ColonTransverse	cg02102700	TRUE
IBD.EUR.Inflammatory_Bowel_Disease	region171	FALSE	Lung	cg20270835	TRUE
IBD.EUR.Inflammatory_Bowel_Disease	region79	FALSE	Prostate	cg06423995	TRUE
IBD.EUR.Inflammatory_Bowel_Disease	region105	FALSE	ColonTransverse	cg16247264	TRUE
IBD.EUR.Inflammatory_Bowel_Disease	region1454	FALSE	ColonTransverse	cg24330955	TRUE
IBD.EUR.Inflammatory_Bowel_Disease	region1501	FALSE	Lung	cg17864156	TRUE
IBD.EUR.Inflammatory_Bowel_Disease	region190	FALSE	Lung	cg05376469	TRUE
IBD.EUR.Inflammatory_Bowel_Disease	region274	FALSE	ColonTransverse	cg13264673	TRUE
IBD.EUR.Inflammatory_Bowel_Disease	region427	FALSE	ColonTransverse	cg27227536	TRUE
IBD.EUR.Inflammatory_Bowel_Disease	region641	FALSE	WholeBlood	cg22070115	TRUE
IBD.EUR.Inflammatory_Bowel_Disease	region923	FALSE	ColonTransverse	cg26470175	TRUE
IBD.EUR.Inflammatory_Bowel_Disease	region940	FALSE	Lung	cg08584037	TRUE
IBD.EUR.Ulcerative_Colitis	region1135	FALSE	ColonTransverse	cg10400081	TRUE
IBD.EUR.Ulcerative_Colitis	region12	FALSE	ColonTransverse	cg14554423	TRUE
IBD.EUR.Ulcerative_Colitis	region1266	FALSE	Ovary	cg08468080	TRUE
IBD.EUR.Ulcerative_Colitis	region1701	FALSE	ColonTransverse	cg06432843	TRUE
IBD.EUR.Ulcerative_Colitis	region171	FALSE	Prostate	cg20270835	TRUE
IBD.EUR.Ulcerative_Colitis	region79	FALSE	Prostate	cg06423995	TRUE
IBD.EUR.Ulcerative_Colitis	region105	FALSE	ColonTransverse	cg16247264	TRUE
IBD.EUR.Ulcerative_Colitis	region274	FALSE	ColonTransverse	cg13264673	TRUE
IBD.EUR.Ulcerative_Colitis	region940	FALSE	Lung	cg08584037	TRUE
IGAP_Alzheimer	region1127	FALSE	ColonTransverse	cg08180716	TRUE
IGAP_Alzheimer	region1578	FALSE	BreastMammaryTissue	cg15367642	TRUE
IGAP_Alzheimer	region830	FALSE	Ovary	cg05908241	TRUE
IGAP_Alzheimer	region1140	FALSE	ColonTransverse	cg01904978	TRUE
IMMUNOBASE_Systemic_lupus_erythematosus_hg19	region1681	FALSE	Lung	cg08149422	TRUE
IMMUNOBASE_Systemic_lupus_erythematosus_hg19	region197	FALSE	ColonTransverse	cg02302587	TRUE
IMMUNOBASE_Systemic_lupus_erythematosus_hg19	region1614	FALSE	WholeBlood	cg17284491	TRUE
MAGNETIC_HDL.C	region1253	FALSE	Ovary	cg15282973	TRUE
MAGNETIC_HDL.C	region1403	FALSE	Ovary	cg12565383	TRUE
MAGNETIC_IDL.TG	region1004	FALSE	Ovary	cg14271713	TRUE
MAGNETIC_IDL.TG	region1585	FALSE	Prostate	cg17155016	TRUE
MAGNETIC_IDL.TG	region1403	FALSE	KidneyCortex	cg00234200	TRUE
MAGNETIC_IDL.TG	region144	FALSE	Prostate	cg25035485	TRUE
MAGNETIC_IDL.TG	region563	FALSE	Lung	cg01563485	TRUE
MAGNETIC_IDL.TG	region923	FALSE	Prostate	cg24962381	TRUE
MAGNETIC_LDL.C	region1004	FALSE	Ovary	cg14271713	TRUE
MAGNETIC_LDL.C	region934	FALSE	Ovary	cg18224474	TRUE
MAGNETIC_LDL.C	region144	FALSE	Ovary	cg25071744	TRUE
MAGNETIC_LDL.C	region773	FALSE	Lung	cg14477619	TRUE
MAGNETIC_LDL.C	region923	FALSE	Prostate	cg24962381	TRUE
pgc.scz2	region1	FALSE	KidneyCortex	cg02275930	TRUE
pgc.scz2	region1168	FALSE	ColonTransverse	cg20441949	TRUE
pgc.scz2	region1174	FALSE	Prostate	cg21770200	TRUE
pgc.scz2	region1414	FALSE	ColonTransverse	cg04882995	TRUE
pgc.scz2	region19	FALSE	Ovary	cg19514819	TRUE
pgc.scz2	region311	FALSE	Ovary	cg23485473	TRUE
pgc.scz2	region654	FALSE	Ovary	cg13561028	TRUE
pgc.scz2	region745	FALSE	WholeBlood	cg18279126	TRUE
pgc.scz2	region886	FALSE	KidneyCortex	cg09681449	TRUE
pgc.scz2	region1170	FALSE	ColonTransverse	cg19182986	TRUE
pgc.scz2	region1373	FALSE	ColonTransverse	cg07440398	TRUE
pgc.scz2	region1484	FALSE	WholeBlood	cg04375931	TRUE
pgc.scz2	region1638	FALSE	Ovary	cg24403701	TRUE
pgc.scz2	region249	FALSE	ColonTransverse	cg13048645	TRUE
pgc.scz2	region26	FALSE	Ovary	cg27116500	TRUE
pgc.scz2	region359	FALSE	Ovary	cg00690672	TRUE
pgc.scz2	region648	FALSE	Prostate	cg14030158	TRUE
pgc.scz2	region744	FALSE	Ovary	cg18641463	TRUE
pgc.scz2	region933	FALSE	Prostate	cg23422866	TRUE
RA_OKADA_TRANS_ETHNIC	region1015	FALSE	ColonTransverse	cg00645884	TRUE
RA_OKADA_TRANS_ETHNIC	region1164	FALSE	Ovary	cg23659080	TRUE
RA_OKADA_TRANS_ETHNIC	region1353	FALSE	ColonTransverse	cg18825221	TRUE
RA_OKADA_TRANS_ETHNIC	region1537	FALSE	Ovary	cg25179011	TRUE
RA_OKADA_TRANS_ETHNIC	region173	FALSE	ColonTransverse	cg04721741	TRUE
RA_OKADA_TRANS_ETHNIC	region315	FALSE	ColonTransverse	cg13077796	TRUE
RA_OKADA_TRANS_ETHNIC	region630	FALSE	ColonTransverse	cg01836757	TRUE
RA_OKADA_TRANS_ETHNIC	region75	FALSE	Prostate	cg13796884	TRUE
RA_OKADA_TRANS_ETHNIC	region961	FALSE	Ovary	cg27443224	TRUE
RA_OKADA_TRANS_ETHNIC	region1147	FALSE	ColonTransverse	cg09673061	TRUE
RA_OKADA_TRANS_ETHNIC	region1173	FALSE	Ovary	cg01424624	TRUE
RA_OKADA_TRANS_ETHNIC	region1274	FALSE	ColonTransverse	cg11807844	TRUE
RA_OKADA_TRANS_ETHNIC	region1390	FALSE	WholeBlood	cg22603971	TRUE
RA_OKADA_TRANS_ETHNIC	region1477	FALSE	ColonTransverse	cg04454285	TRUE
RA_OKADA_TRANS_ETHNIC	region149	FALSE	ColonTransverse	cg27371770	TRUE
RA_OKADA_TRANS_ETHNIC	region295	FALSE	Ovary	cg21473142	TRUE
RA_OKADA_TRANS_ETHNIC	region419	FALSE	ColonTransverse	cg06535121	TRUE
RA_OKADA_TRANS_ETHNIC	region579	FALSE	ColonTransverse	cg05225461	TRUE
RA_OKADA_TRANS_ETHNIC	region651	FALSE	Ovary	cg03783546	TRUE
RA_OKADA_TRANS_ETHNIC	region732	FALSE	Testis	cg14723713	TRUE
SSGAC_Education_Years_Pooled	region1091	FALSE	Lung	cg07593205	TRUE
SSGAC_Education_Years_Pooled	region1212	FALSE	Lung	cg15120283	TRUE
SSGAC_Education_Years_Pooled	region1309	FALSE	Lung	cg20750642	TRUE
SSGAC_Education_Years_Pooled	region1586	FALSE	MuscleSkeletal	cg15783941	TRUE
SSGAC_Education_Years_Pooled	region1701	FALSE	Lung	cg12345397	TRUE
SSGAC_Education_Years_Pooled	region649	FALSE	Lung	cg00631329	TRUE
SSGAC_Education_Years_Pooled	region932	FALSE	KidneyCortex	cg06319398	TRUE
SSGAC_Education_Years_Pooled	region996	FALSE	Ovary	cg12227898	TRUE
SSGAC_Education_Years_Pooled	region103	FALSE	ColonTransverse	cg18185008	TRUE
SSGAC_Education_Years_Pooled	region1103	FALSE	Lung	cg25037165	TRUE
SSGAC_Education_Years_Pooled	region1395	FALSE	Lung	cg11072540	TRUE
SSGAC_Education_Years_Pooled	region354	FALSE	Lung	cg06897958	TRUE
SSGAC_Education_Years_Pooled	region401	FALSE	MuscleSkeletal	cg26343761	TRUE
SSGAC_Education_Years_Pooled	region489	FALSE	Ovary	cg12695566	TRUE
SSGAC_Education_Years_Pooled	region54	FALSE	Lung	cg21542223	TRUE
SSGAC_Education_Years_Pooled	region571	FALSE	Lung	cg11930114	TRUE
UKB_1160_Sleep_duration	region1357	FALSE	ColonTransverse	cg14729498	TRUE
UKB_1160_Sleep_duration	region263	FALSE	Prostate	cg26649732	TRUE
UKB_1160_Sleep_duration	region745	FALSE	WholeBlood	cg19624444	TRUE
UKB_1160_Sleep_duration	region853	FALSE	Testis	cg18477422	TRUE
UKB_1160_Sleep_duration	region852	FALSE	ColonTransverse	cg22867950	TRUE
